,title,subscriber,views,likes,summary_caption,date
396,"Sukhoi, Mirage Fighter Jets Crash In Madhya Pradesh",12.3M subscribers,"56,939 ",290,"['Fighter Jets Crash In Madhya Pradesh: Two Indian Air Force fighter jets - a Sukhoi Su-30 and a Mirage 2000 - have crashed in Madhya Pradesh during a training exercise, reports said on Saturday. Both the fighter jets had taken off from the Gwalior Air Force base.', '', 'Watch Latest News: https://www.youtube.com/playlist?list...', '', 'About NDTV (English news channel):', '', ""NDTV is India's Most-Trusted News Broadcaster with the latest updates in news, sports, entertainment and much more from within India and around the world. Watch big political debates, exclusive entertainment interviews, news bulletins, current affairs, talk shows and tech reviews with our 24x7 news live streams, packed with credible information across all platforms: TV, Internet and Mobile."", '', 'Promoted: Find Best Shopping Deals On Amazon - https://g360.in/3twKm3m', '', 'Subscribe to our channel to get latest news updates.', '', 'Follow us on Social Media:', 'Like us on Facebook: https://www.facebook.com/ndtv/', 'Follow us on Twitter: https://twitter.com/ndtv/', 'Follow us on Instagram: https://www.instagram.com/ndtv/', 'Join NDTV on Telegram Messenger: https://t.me/NDTVbot/?start=hi', '', 'Follow us on Google News for Breaking and Latest News Updates:', 'NDTV: https://bit.ly/3e5ngbP', 'NDTV India (Hindi News): https://bit.ly/3mNVwMY', '', 'Download NDTV Mobile Apps: http://www.ndtv.com/page/apps', '', '#MadhyaPradesh #IAF #IAFPlaneCrash #PlaneCrash #Aircraft #Sukhoi #Mirage #Rescue #MorenaPlaneCrash #IndianAirForce #RajasthanPlaneCrash #BreakingNews #LatestNews #TodayNews #News #IndiaNews #newsoftheday ', '', 'Most Popular Playlists :', '', 'Jai Jawan With Sonu Sood | Republic Day Special', 'https://youtube.com/playlist?list=PLY...', '', 'Jai Jawan With Taapsee Pannu', 'https://youtube.com/playlist?list=PLY...', '', ""Congress' Bharat Jodo Yatra""]","['  Jan 28, 2023']"
397,Election Body Using Music To Attract Young Voters In Meghalaya,12.3M subscribers,"1,169 ",4,"[""Ahead of the crucial Assembly polls in Meghalaya, music concerts are being held in state capital Shillong, often referred to as the Rock Capital of the country. The office of the Chief Electoral Officer is using music concerts to not only promote voting rights among young voters but to make them aware on no votes for cash. In an exclusive interview to NDTV, state Chief electoral officer reveals that over half of Meghalaya's total 60 seats have been expenditure sensitive. That means vote for cash is prevalent in at least 34 seats."", '', 'Watch Latest News: https://www.youtube.com/playlist?list...', '', 'About NDTV (English news channel):', '', ""NDTV is India's Most-Trusted News Broadcaster with the latest updates in news, sports, entertainment and much more from within India and around the world. Watch big political debates, exclusive entertainment interviews, news bulletins, current affairs, talk shows and tech reviews with our 24x7 news live streams, packed with credible information across all platforms: TV, Internet and Mobile."", '', 'Promoted: Find Best Shopping Deals On Amazon - https://g360.in/3twKm3m', '', 'Subscribe to our channel to get latest news updates.', '', 'Follow us on Social Media:', 'Like us on Facebook: https://www.facebook.com/ndtv/', 'Follow us on Twitter: https://twitter.com/ndtv/', 'Follow us on Instagram: https://www.instagram.com/ndtv/', 'Join NDTV on Telegram Messenger: https://t.me/NDTVbot/?start=hi', '', 'Follow us on Google News for Breaking and Latest News Updates:', 'NDTV: https://bit.ly/3e5ngbP', 'NDTV India (Hindi News): https://bit.ly/3mNVwMY', '', 'Download NDTV Mobile Apps: http://www.ndtv.com/page/apps', '', '#MeghalayaPolls #MeghalayaElections #Meghalaya #BreakingNews #LatestNews #TodayNews #News #IndiaNews #newsoftheday ', '', 'Most Popular Playlists :', '', 'Jai Jawan With Sonu Sood | Republic Day Special', 'https://youtube.com/playlist?list=PLY...', '', 'Jai Jawan With Taapsee Pannu', 'https://youtube.com/playlist?list=PLY...', '', ""Congress' Bharat Jodo Yatra""]","['  Jan 28, 2023']"
398,Hemant Soren First Jharkhand Chief Minister To Visit Former Maoist Hotbed,12.3M subscribers,"1,701 ",10,"[""Hemant Soren on Friday became the first Jharkhand Chief Minister to visit the 'Budha Pahad' -- once a Maoist hotbed that was freed by security forces after over three decades -- situated near the border with Chhattisgarh, officials said. Mr Soren arrived at the hilltop a little after noon, where the CRPF has now set up a camp. He appealed to the centre for more funds and to the remaining Maoists to give up violence."", '', 'Watch Latest News: https://www.youtube.com/playlist?list...', '', 'About NDTV (English news channel):', '', ""NDTV is India's Most-Trusted News Broadcaster with the latest updates in news, sports, entertainment and much more from within India and around the world. Watch big political debates, exclusive entertainment interviews, news bulletins, current affairs, talk shows and tech reviews with our 24x7 news live streams, packed with credible information across all platforms: TV, Internet and Mobile."", '', 'Promoted: Find Best Shopping Deals On Amazon - https://g360.in/3twKm3m', '', 'Subscribe to our channel to get latest news updates.', '', 'Follow us on Social Media:', 'Like us on Facebook: https://www.facebook.com/ndtv/', 'Follow us on Twitter: https://twitter.com/ndtv/', 'Follow us on Instagram: https://www.instagram.com/ndtv/', 'Join NDTV on Telegram Messenger: https://t.me/NDTVbot/?start=hi', '', 'Follow us on Google News for Breaking and Latest News Updates:', 'NDTV: https://bit.ly/3e5ngbP', 'NDTV India (Hindi News): https://bit.ly/3mNVwMY', '', 'Download NDTV Mobile Apps: http://www.ndtv.com/page/apps', '', '#HemantSoren #JharkhandCM #Jharkhand #JharkhandNews #BreakingNews #LatestNews #TodayNews #News #IndiaNews #newsoftheday ', '', 'Most Popular Playlists :', '', 'Jai Jawan With Sonu Sood | Republic Day Special', 'https://youtube.com/playlist?list=PLY...', '', 'Jai Jawan With Taapsee Pannu', 'https://youtube.com/playlist?list=PLY...', '', ""Congress' Bharat Jodo Yatra""]","['  Jan 28, 2023']"
399,"7 Killed In Shooting Outside East Jerusalem Synagogue, Suspect Dead",12.3M subscribers,"5,322 ",115,"['At least seven people were killed in a shooting outside a synagogue in Israeli-annexed east Jerusalem on Friday, with the gunman killed at the scene, police and medics said.', '', 'Watch Latest News: https://www.youtube.com/playlist?list...', '', 'About NDTV (English news channel):', '', ""NDTV is India's Most-Trusted News Broadcaster with the latest updates in news, sports, entertainment and much more from within India and around the world. Watch big political debates, exclusive entertainment interviews, news bulletins, current affairs, talk shows and tech reviews with our 24x7 news live streams, packed with credible information across all platforms: TV, Internet and Mobile."", '', 'Promoted: Find Best Shopping Deals On Amazon - https://g360.in/3twKm3m', '', 'Subscribe to our channel to get latest news updates.', '', 'Follow us on Social Media:', 'Like us on Facebook: https://www.facebook.com/ndtv/', 'Follow us on Twitter: https://twitter.com/ndtv/', 'Follow us on Instagram: https://www.instagram.com/ndtv/', 'Join NDTV on Telegram Messenger: https://t.me/NDTVbot/?start=hi', '', 'Follow us on Google News for Breaking and Latest News Updates:', 'NDTV: https://bit.ly/3e5ngbP', 'NDTV India (Hindi News): https://bit.ly/3mNVwMY', '', 'Download NDTV Mobile Apps: http://www.ndtv.com/page/apps', '', '#Jerusalem #Synagogue #Jerusalem #BreakingNews #LatestNews #TodayNews #News #IndiaNews #newsoftheday ', '', 'Most Popular Playlists :', '', 'Jai Jawan With Sonu Sood | Republic Day Special', 'https://youtube.com/playlist?list=PLY...', '', 'Jai Jawan With Taapsee Pannu', 'https://youtube.com/playlist?list=PLY...', '', ""Congress' Bharat Jodo Yatra""]","['  Jan 28, 2023']"
400,Minister's Son Accused Of Killing Farmers In UP Released On Bail,12.3M subscribers,"2,678 ",63,"['Ashish Mishra, the son of Union minister Ajay Kumar Mishra, was released from jail on Friday after the Supreme Court had granted him interim bail in the Lakhimpur Kheri violence case.', '', 'Watch Latest News: https://www.youtube.com/playlist?list...', '', 'About NDTV (English news channel): ', ' ', ""NDTV is India's Most-Trusted News Broadcaster with the latest updates in news, sports, entertainment and much more from within India and around the world. Watch big political debates, exclusive entertainment interviews, news bulletins, current affairs, talk shows and tech reviews with our 24x7 news live streams, packed with credible information across all platforms: TV, Internet and Mobile."", ' ', 'Promoted: Find Best Shopping Deals On Amazon - https://g360.in/3twKm3m', '', 'Subscribe to our channel to get latest news updates.', ' ', 'Follow us on Social Media: ', 'Facebook: https://www.facebook.com/ndtv/', 'Twitter: https://twitter.com/ndtv/   ', 'Instagram: https://www.instagram.com/ndtv/ ', 'Telegram Messenger: https://t.me/NDTVbot/?start=hi ', ' ', 'Follow us on Google News for Breaking and Latest News Updates:', 'NDTV: https://bit.ly/3e5ngbP', 'NDTV India (Hindi News): https://bit.ly/3mNVwMY ', ' ', 'Download NDTV Mobile Apps: http://www.ndtv.com/page/apps ', ' ', '#AshishMishra #LakhimpurKheriCase #LakhimpurKheri #BreakingNews #LatestNews #TodayNews #News #IndiaNews #newsoftheday ', '', 'Most Popular Playlists :', '', 'Jai Jawan With Sonu Sood | Republic Day Special', 'https://youtube.com/playlist?list=PLY...', '', 'Jai Jawan With Taapsee Pannu', 'https://youtube.com/playlist?list=PLY...', '', ""Congress' Bharat Jodo Yatra""]","['  Jan 28, 2023']"
401,PM Modi To Visit Key Gujjar Area In Rajasthan,12.3M subscribers,"6,593 ",84,"[""Prime Minister Narendra Modi will visit Malaseri in Rajasthan's Bhilwara today on the 1111th birth anniversary of Bhagwan Dev Narayan. Though this visit has been organised by the culture ministry, it comes 10 months before the assembly election in Rajasthan."", '', 'Watch Latest News: https://www.youtube.com/playlist?list...', '', 'About NDTV (English news channel):', '', ""NDTV is India's Most-Trusted News Broadcaster with the latest updates in news, sports, entertainment and much more from within India and around the world. Watch big political debates, exclusive entertainment interviews, news bulletins, current affairs, talk shows and tech reviews with our 24x7 news live streams, packed with credible information across all platforms: TV, Internet and Mobile."", '', 'Promoted: Find Best Shopping Deals On Amazon - https://g360.in/3twKm3m', '', 'Subscribe to our channel to get latest news updates.', '', 'Follow us on Social Media:', 'Like us on Facebook: https://www.facebook.com/ndtv/', 'Follow us on Twitter: https://twitter.com/ndtv/', 'Follow us on Instagram: https://www.instagram.com/ndtv/', 'Join NDTV on Telegram Messenger: https://t.me/NDTVbot/?start=hi', '', 'Follow us on Google News for Breaking and Latest News Updates:', 'NDTV: https://bit.ly/3e5ngbP', 'NDTV India (Hindi News): https://bit.ly/3mNVwMY', '', 'Download NDTV Mobile Apps: http://www.ndtv.com/page/apps', '', '#PMModi #Rajasthan #RajasthanNews #LatestNews #TodayNews #News #IndiaNews #newsoftheday ', '', 'Most Popular Playlists :', '', 'Jai Jawan With Sonu Sood | Republic Day Special', 'https://youtube.com/playlist?list=PLY...', '', 'Jai Jawan With Taapsee Pannu', 'https://youtube.com/playlist?list=PLY...', '', ""Congress' Bharat Jodo Yatra""]","['  Jan 28, 2023']"
402,"Top Headlines Of The Day: January 28, 2023",12.3M subscribers,"16,781 ",125,"['Watch Latest News: https://www.youtube.com/playlist?list...', '', 'About NDTV (English news channel):', '', ""NDTV is India's Most-Trusted News Broadcaster with the latest updates in news, sports, entertainment and much more from within India and around the world. Watch big political debates, exclusive entertainment interviews, news bulletins, current affairs, talk shows and tech reviews with our 24x7 news live streams, packed with credible information across all platforms: TV, Internet and Mobile."", '', 'Promoted: Find Best Shopping Deals On Amazon - https://g360.in/3twKm3m', '', 'Subscribe to our channel to get latest news updates.', '', 'Follow us on Social Media:', 'Like us on Facebook: https://www.facebook.com/ndtv/', 'Follow us on Twitter: https://twitter.com/ndtv/', 'Follow us on Instagram: https://www.instagram.com/ndtv/', 'Join NDTV on Telegram Messenger: https://t.me/NDTVbot/?start=hi', '', 'Follow us on Google News for Breaking and Latest News Updates:', 'NDTV: https://bit.ly/3e5ngbP', 'NDTV India (Hindi News): https://bit.ly/3mNVwMY', '', 'Download NDTV Mobile Apps: http://www.ndtv.com/page/apps', '', '#TopNews #LatestNews #TodayNews #News #IndiaNews #newsoftheday ', '', 'Most Popular Playlists :', '', 'Jai Jawan With Sonu Sood | Republic Day Special', 'https://youtube.com/playlist?list=PLY...', '', 'Jai Jawan With Taapsee Pannu', 'https://youtube.com/playlist?list=PLY...', '', ""Congress' Bharat Jodo Yatra""]","['  Jan 28, 2023']"
403,"PM Modi To Visit Key Gujjar Area In Rajasthan. Not Political, Says BJP Leader",12.3M subscribers,"2,152 ",58,"[""Prime Minister Narendra Modi will visit Malaseri in Rajasthan's Bhilwara today on the 1111th birth anniversary of Bhagwan Dev Narayan. Though this visit has been organised by the culture ministry, it comes 10 months before the assembly election in Rajasthan. Malaseri is the birthplace of Bhagwan Dev Narayan, greatly revered in the area, especially among the Gujjars, who are now an important source of support for the election for both the BJP and the Congress."", '', 'Watch Reporter Vlogs: https://www.youtube.com/playlist?list...', '', 'About NDTV (English news channel):', '', ""NDTV is India's Most-Trusted News Broadcaster with the latest updates in news, sports, entertainment and much more from within India and around the world. Watch big political debates, exclusive entertainment interviews, news bulletins, current affairs, talk shows and tech reviews with our 24x7 news live streams, packed with credible information across all platforms: TV, Internet and Mobile."", '', 'Promoted: Find Best Shopping Deals On Amazon - https://g360.in/3twKm3m', '', 'Subscribe to our channel to get latest news updates.', '', 'Follow us on Social Media:', 'Like us on Facebook: https://www.facebook.com/ndtv/', 'Follow us on Twitter: https://twitter.com/ndtv/', 'Follow us on Instagram: https://www.instagram.com/ndtv/', 'Join NDTV on Telegram Messenger: https://t.me/NDTVbot/?start=hi', '', 'Follow us on Google News for Breaking and Latest News Updates:', 'NDTV: https://bit.ly/3e5ngbP', 'NDTV India (Hindi News): https://bit.ly/3mNVwMY', '', 'Download NDTV Mobile Apps: http://www.ndtv.com/page/apps', '', '#PMModi #Rajasthan #BJP #RajasthanNews #Vlog #BreakingNews #LatestNews #TodayNews #News #IndiaNews #newsoftheday ', '', 'Most Popular Playlists :', '', 'Jai Jawan With Sonu Sood | Republic Day Special', 'https://youtube.com/playlist?list=PLY...', '', 'Jai Jawan With Taapsee Pannu', 'https://youtube.com/playlist?list=PLY...', '', ""Congress' Bharat Jodo Yatra""]","['  Jan 28, 2023']"
404,"After Tweet About Sons' Disease, Ex BJP Corporator, Family Found Dead",12.3M subscribers,"5,528 ",29,"[""A former BJP corporator and his wife on Thursday died by suicide after allegedly killing their two children - who were suffering from muscular dystrophy - in Vidisha district of Madhya Pradesh on Thursday evening, said the police. They were identified as Sanjeev Mishra (45), his wife Neelam (42), and their sons Anmol (13) and Sarthak (7), added the police. According to the police, the couple was stressed due to the children's medical condition."", '', 'Watch Latest News: https://www.youtube.com/playlist?list...', '', 'About NDTV (English news channel):', '', ""NDTV is India's Most-Trusted News Broadcaster with the latest updates in news, sports, entertainment and much more from within India and around the world. Watch big political debates, exclusive entertainment interviews, news bulletins, current affairs, talk shows and tech reviews with our 24x7 news live streams, packed with credible information across all platforms: TV, Internet and Mobile."", '', 'Promoted: Find Best Shopping Deals On Amazon - https://g360.in/3twKm3m', '', 'Subscribe to our channel to get latest news updates.', '', 'Follow us on Social Media:', 'Like us on Facebook: https://www.facebook.com/ndtv/', 'Follow us on Twitter: https://twitter.com/ndtv/', 'Follow us on Instagram: https://www.instagram.com/ndtv/', 'Join NDTV on Telegram Messenger: https://t.me/NDTVbot/?start=hi', '', 'Follow us on Google News for Breaking and Latest News Updates:', 'NDTV: https://bit.ly/3e5ngbP', 'NDTV India (Hindi News): https://bit.ly/3mNVwMY', '', 'Download NDTV Mobile Apps: http://www.ndtv.com/page/apps', '', '#MadhyaPradesh #BJP #MadhyaPradeshFamily #MadhyaPradeshNews #BreakingNews #LatestNews #TodayNews #News #IndiaNews #newsoftheday ', '', 'Most Popular Playlists :', '', 'Jai Jawan With Sonu Sood | Republic Day Special', 'https://youtube.com/playlist?list=PLY...', '', 'Jai Jawan With Taapsee Pannu', 'https://youtube.com/playlist?list=PLY...', '', ""Congress' Bharat Jodo Yatra""]","['  Jan 28, 2023']"
405,"""Guarantee Fulfilled"": AAP Chief On Punjab Opening 400 New 'Mohalla Clinics'",12.3M subscribers,"3,066 ",31,"[""AAP chief Arvind Kejriwal and Punjab Chief Minister Bhagwant Mann on Friday launched 400 more 'Aam Aadmi' clinics in the state, calling the event here the fulfilment of another 'Kejriwal ki guarantee'. The 400 new 'Aam Aadmi' clinics take the total number of these neighbourhood health centres in the state to 500. "", '', 'Watch Latest News: https://www.youtube.com/playlist?list...', '', 'About NDTV (English news channel):', '', ""NDTV is India's Most-Trusted News Broadcaster with the latest updates in news, sports, entertainment and much more from within India and around the world. Watch big political debates, exclusive entertainment interviews, news bulletins, current affairs, talk shows and tech reviews with our 24x7 news live streams, packed with credible information across all platforms: TV, Internet and Mobile."", '', 'Promoted: Find Best Shopping Deals On Amazon - https://g360.in/3twKm3m', '', 'Subscribe to our channel to get latest news updates.', '', 'Follow us on Social Media:', 'Like us on Facebook: https://www.facebook.com/ndtv/', 'Follow us on Twitter: https://twitter.com/ndtv/', 'Follow us on Instagram: https://www.instagram.com/ndtv/', 'Join NDTV on Telegram Messenger: https://t.me/NDTVbot/?start=hi', '', 'Follow us on Google News for Breaking and Latest News Updates:', 'NDTV: https://bit.ly/3e5ngbP', 'NDTV India (Hindi News): https://bit.ly/3mNVwMY', '', 'Download NDTV Mobile Apps: http://www.ndtv.com/page/apps', '', '#PunjabMohallaClinics #ArvindKejriwal #PunjabGovernment #BreakingNews #LatestNews #TodayNews #News #IndiaNews #newsoftheday ', '', 'Most Popular Playlists :', '', 'Jai Jawan With Sonu Sood | Republic Day Special', 'https://youtube.com/playlist?list=PLY...', '', 'Jai Jawan With Taapsee Pannu', 'https://youtube.com/playlist?list=PLY...', '', ""Congress' Bharat Jodo Yatra""]","['  Jan 28, 2023']"
406,Students In Several Universities Protest As screening of BBC Series On PM Stopped,12.3M subscribers,"5,576 ",55,"[""Two days after Delhi's Jawaharlal Nehru University dramatically cut off power and electricity to the campus to prevent students from screening the controversial BBC series on Prime Minister Narendra Modi, students from two other top universities in the national capital -- Delhi University (DU) and Ambedkar University -- have faced similar treatment from the university administration and the police. Large gatherings have been banned outside DU's Arts Faculty, where a screening was planned, and authorities have disconnected power supply in Ambedkar University to stop another planned screening. A group of students raised slogans and protested at both the universities; several were detained by the police. In Kolkata, protests were staged by SFI students. The screening was also done in Madras University. "", '', 'Watch Latest News: https://www.youtube.com/playlist?list...', '', 'About NDTV (English news channel):', '', ""NDTV is India's Most-Trusted News Broadcaster with the latest updates in news, sports, entertainment and much more from within India and around the world. Watch big political debates, exclusive entertainment interviews, news bulletins, current affairs, talk shows and tech reviews with our 24x7 news live streams, packed with credible information across all platforms: TV, Internet and Mobile."", '', 'Promoted: Find Best Shopping Deals On Amazon - https://g360.in/3twKm3m', '', 'Subscribe to our channel to get latest news updates.', '', 'Follow us on Social Media:', 'Like us on Facebook: https://www.facebook.com/ndtv/', 'Follow us on Twitter: https://twitter.com/ndtv/', 'Follow us on Instagram: https://www.instagram.com/ndtv/', 'Join NDTV on Telegram Messenger: https://t.me/NDTVbot/?start=hi', '', 'Follow us on Google News for Breaking and Latest News Updates:', 'NDTV: https://bit.ly/3e5ngbP', 'NDTV India (Hindi News): https://bit.ly/3mNVwMY', '', 'Download NDTV Mobile Apps: http://www.ndtv.com/page/apps', '', '#BBC #BBCDocumentary #DelhiUniversity #ArtsFaculty #PMModi #BreakingNews #LatestNews #TodayNews #News #IndiaNews #newsoftheday ', '', 'Most Popular Playlists :', '', 'Jai Jawan With Sonu Sood | Republic Day Special', 'https://youtube.com/playlist?list=PLY...', '', 'Jai Jawan With Taapsee Pannu', 'https://youtube.com/playlist?list=PLY...', '', ""Congress' Bharat Jodo Yatra""]","['  Jan 28, 2023']"
407,Screenings Of BBC Series On PM Blocked: Censorship Counter Productive? | The Big Fight,12.3M subscribers,"22,984 ",292,"[""Two days after Delhi's Jawaharlal Nehru University dramatically cut off power and electricity to the campus to prevent students from screening the controversial BBC series on PM Narendra Modi, students from two other top universities in the national capital -- Delhi University and Ambedkar University -- faced similar treatment from university administration and the police. Large gatherings were banned outside DU's Arts Faculty, where a screening was planned, and authorities disconnected the power supply in Ambedkar University to stop another planned screening. A group of students raised slogans and protested at both universities, and several of them were detained by the police. Meanwhile, in Kolkata, protests were staged by SFI students. The screening was held done in Madras University. "", '', 'Watch Latest News: https://www.youtube.com/playlist?list...', '', 'About NDTV (English news channel):', '', ""NDTV is India's Most-Trusted News Broadcaster with the latest updates in news, sports, entertainment and much more from within India and around the world. Watch big political debates, exclusive entertainment interviews, news bulletins, current affairs, talk shows and tech reviews with our 24x7 news live streams, packed with credible information across all platforms: TV, Internet and Mobile."", '', 'Promoted: Find Best Shopping Deals On Amazon - https://g360.in/3twKm3m', '', 'Subscribe to our channel to get latest news updates.', '', 'Follow us on Social Media:', 'Like us on Facebook: https://www.facebook.com/ndtv/', 'Follow us on Twitter: https://twitter.com/ndtv/', 'Follow us on Instagram: https://www.instagram.com/ndtv/', 'Join NDTV on Telegram Messenger: https://t.me/NDTVbot/?start=hi', '', 'Follow us on Google News for Breaking and Latest News Updates:', 'NDTV: https://bit.ly/3e5ngbP', 'NDTV India (Hindi News): https://bit.ly/3mNVwMY', '', 'Download NDTV Mobile Apps: http://www.ndtv.com/page/apps', '', '#TheBigFight #DelhiUniversityStudentsDetained #BBCDocumentary #DelhiUniversity #BreakingNews #LatestNews #TodayNews #News #IndiaNews #newsoftheday ', '', 'Most Popular Playlists :', '', 'Jai Jawan With Sonu Sood | Republic Day Special', 'https://youtube.com/playlist?list=PLY...', '', 'Jai Jawan With Taapsee Pannu', 'https://youtube.com/playlist?list=PLY...', '', ""Congress' Bharat Jodo Yatra""]","['  Jan 27, 2023']"
408,"The Biggest Stories Of January 27, 2023",12.3M subscribers,"2,885 ",12,"['About NDTV (English news channel):', '', ""NDTV is India's Most-Trusted News Broadcaster with the latest updates in news, sports, entertainment and much more from within India and around the world. Watch big political debates, exclusive entertainment interviews, news bulletins, current affairs, talk shows and tech reviews with our 24x7 news live streams, packed with credible information across all platforms: TV, Internet and Mobile."", '', 'Promoted: Find Best Shopping Deals On Amazon - https://g360.in/3twKm3m', '', 'Subscribe to our channel to get latest news updates.', '', 'Follow us on Social Media:', 'Like us on Facebook: https://www.facebook.com/ndtv/', 'Follow us on Twitter: https://twitter.com/ndtv/', 'Follow us on Instagram: https://www.instagram.com/ndtv/', 'Join NDTV on Telegram Messenger: https://t.me/NDTVbot/?start=hi', '', 'Follow us on Google News for Breaking and Latest News Updates:', 'NDTV: https://bit.ly/3e5ngbP', 'NDTV India (Hindi News): https://bit.ly/3mNVwMY', '', 'Download NDTV Mobile Apps: http://www.ndtv.com/page/apps', '', '#BBC #DU #BBCDucmentary #PMModi #PMNarendraModi #TopNews #Pakistan #PakistanEconomicCrisis #BreakingNews #LatestNews #TodayNews #News #IndiaNews #newsoftheday ', '', 'Most Popular Playlists :', '', 'Jai Jawan With Sonu Sood | Republic Day Special', 'https://youtube.com/playlist?list=PLY...', '', 'Jai Jawan With Taapsee Pannu', 'https://youtube.com/playlist?list=PLY...', '', ""Congress' Bharat Jodo Yatra""]","['  Jan 27, 2023']"
409,"“Criticism Key To Prosperous Democracy”: PM To Students during ""Pariksha Pe Charcha""",12.3M subscribers,"28,181 ",132,"['Prime Minister Narendra Modi on Friday took a swipe at critics of the government\'s handling of economy, saying his dispensation was mocked as full of ""average"" talents but the same India considered ""average"" is now shining in the world and seen as a ray of hope in the post-pandemic era. Interacting with students during the sixth edition of ""Pariksha Pe Charcha"", he told them it is his ""firm conviction"" and ""article of faith"" that criticism is a purification exercise for a robust democracy. Criticism is precondition to a robust democracy, he said, but noted that a ""vast gulf"" exists between criticism and allegations. ', '', 'Watch Latest News: https://www.youtube.com/playlist?list... NDTV (English news channel):', '', ""NDTV is India's Most-Trusted News Broadcaster with the latest updates in news, sports, entertainment and much more from within India and around the world. Watch big political debates, exclusive entertainment interviews, news bulletins, current affairs, talk shows and tech reviews with our 24x7 news live streams, packed with credible information across all platforms: TV, Internet and Mobile."", '', 'Promoted: Find Best Shopping Deals On Amazon - https://g360.in/3twKm3m', '', 'Subscribe to our channel to get latest news updates.', '', 'Follow us on Social Media:', 'Like us on Facebook: https://www.facebook.com/ndtv/', 'Follow us on Twitter: https://twitter.com/ndtv/', 'Follow us on Instagram: https://www.instagram.com/ndtv/', 'Join NDTV on Telegram Messenger: https://t.me/NDTVbot/?start=hi', '', 'Follow us on Google News for Breaking and Latest News Updates:', 'NDTV: https://bit.ly/3e5ngbP', 'NDTV India (Hindi News): https://bit.ly/3mNVwMY', '', 'Download NDTV Mobile Apps: http://www.ndtv.com/page/apps', '', '#ParikshaPeCharcha #PMModi #NarendraModi #BreakingNews #LatestNews #TodayNews #News #IndiaNews #newsoftheday ', '', 'Most Popular Playlists :', '', 'Jai Jawan With Sonu Sood | Republic Day Special', 'https://youtube.com/playlist?list=PLY...', '', 'Jai Jawan With Taapsee Pannu', 'https://youtube.com/playlist?list=PLY...', '', ""Congress' Bharat Jodo Yatra""]","['  Jan 27, 2023']"
410,“Government Opened The Pandora's Box”: Columnist On Row Over BBC Series On PM,12.3M subscribers,"4,507 ",45,"[""While discussing the government's blocking BBC docuseries on PM Modi, columnist Zainaab Sikander says that if the government hadn't banned it, then no one would have known about it as it was aired only in the United Kingdom. "", '', 'Watch Latest News: https://www.youtube.com/playlist?list...', '', 'About NDTV (English news channel):', '', ""NDTV is India's Most-Trusted News Broadcaster with the latest updates in news, sports, entertainment and much more from within India and around the world. Watch big political debates, exclusive entertainment interviews, news bulletins, current affairs, talk shows and tech reviews with our 24x7 news live streams, packed with credible information across all platforms: TV, Internet and Mobile."", '', 'Promoted: Find Best Shopping Deals On Amazon - https://g360.in/3twKm3m', '', 'Subscribe to our channel to get latest news updates.', '', 'Follow us on Social Media:', 'Like us on Facebook: https://www.facebook.com/ndtv/', 'Follow us on Twitter: https://twitter.com/ndtv/', 'Follow us on Instagram: https://www.instagram.com/ndtv/', 'Join NDTV on Telegram Messenger: https://t.me/NDTVbot/?start=hi', '', 'Follow us on Google News for Breaking and Latest News Updates:', 'NDTV: https://bit.ly/3e5ngbP', 'NDTV India (Hindi News): https://bit.ly/3mNVwMY', '', 'Download NDTV Mobile Apps: http://www.ndtv.com/page/apps', '', '', '#DelhiUniversityStudents #DelhiUniversity #BBCDocumentaryScreening #BBCDocumentary #PMModi #Gujarat riots #BreakingNews #LatestNews #TodayNews #News #IndiaNews #newsoftheday ', '', 'Most Popular Playlists :', '', 'Jai Jawan With Sonu Sood | Republic Day Special', 'https://youtube.com/playlist?list=PLY...', '', 'Jai Jawan With Taapsee Pannu', 'https://youtube.com/playlist?list=PLY...', '', ""Congress' Bharat Jodo Yatra""]","['  Jan 27, 2023']"
